is the cat trying to catch a bird,no,COCO_train2014_000000524572.jpg
is the writing in french,no,COCO_train2014_000000393503.jpg
are there long lenses,yes,COCO_train2014_000000414639.jpg
is everyone wearing long sleeves,yes,COCO_train2014_000000131366.jpg
are the trying to fix the train,yes,COCO_train2014_000000497565.jpg
is this an evening scene,yes,COCO_train2014_000000101431.jpg
is this a city street,yes,COCO_train2014_000000262442.jpg
is she wearing a bonnet,yes,COCO_train2014_000000021895.jpg
is it going to storm,no,COCO_train2014_000000131373.jpg
does this room have a low ceiling,no,COCO_train2014_000000109277.jpg
is a person wearing a hooded sweatshirt,no,COCO_train2014_000000131376.jpg
are both animals black and white,yes,COCO_train2014_000000524594.jpg
is there a car nearby,yes,COCO_train2014_000000000307.jpg
is everyone drinking red wine,yes,COCO_train2014_000000000308.jpg
is there a photo effect on the image,yes,COCO_train2014_000000000309.jpg
are there people in the water,yes,COCO_train2014_000000283704.jpg
is the small elephant touching the big elephant with his trunk,no,COCO_train2014_000000000312.jpg
is the cat asleep,yes,COCO_train2014_000000524340.jpg
are there green umbrellas,yes,COCO_train2014_000000000315.jpg
is this a cow baptism,no,COCO_train2014_000000131388.jpg
are the horses trained,yes,COCO_train2014_000000393534.jpg
is this picture in color,yes,COCO_train2014_000000262463.jpg
was this picture taken at night,yes,COCO_train2014_000000000322.jpg
is the frisbee upside down,yes,COCO_train2014_000000305527.jpg
are there any humans in this picture,yes,COCO_train2014_000000524613.jpg
is she wearing glasses,no,COCO_train2014_000000393542.jpg
is this los angeles,no,COCO_train2014_000000218508.jpg
is this bike moving,no,COCO_train2014_000000393546.jpg
is this a lunchbox,no,COCO_train2014_000000196663.jpg
are those worms on the bottom,no,COCO_train2014_000000000332.jpg
are the cars in motion,no,COCO_train2014_000000262477.jpg
is it sunny,no,COCO_train2014_000000524623.jpg
is this a japanese meal,no,COCO_train2014_000000524625.jpg
are the animals in an enclosure,no,COCO_train2014_000000524628.jpg
is this plane for commercial flights,no,COCO_train2014_000000152974.jpg
is this picture taken outside,yes,COCO_train2014_000000131415.jpg
is this a roast beef sandwich,yes,COCO_train2014_000000131419.jpg
is the plane in motion,no,COCO_train2014_000000262492.jpg
is the baby brushing teeth,no,COCO_train2014_000000262495.jpg
are these people friends,yes,COCO_train2014_000000131427.jpg
is this at the zoo,yes,COCO_train2014_000000178957.jpg
is this food for sale,no,COCO_train2014_000000524645.jpg
are the cars parked on the street,yes,COCO_train2014_000000270612.jpg
is the person in pink old enough to drive a car,no,COCO_train2014_000000393575.jpg
was this photo taken in the fall,yes,COCO_train2014_000000524648.jpg
will anyone be snowboarding,no,COCO_train2014_000000524651.jpg
are these professional players,no,COCO_train2014_000000262508.jpg
are the people on the elephants tourists,yes,COCO_train2014_000000000061.jpg
is this in someones home,yes,COCO_train2014_000000000370.jpg
are you afraid of birds,no,COCO_train2014_000000524661.jpg
is there a variety,yes,COCO_train2014_000000524662.jpg
is this kitchen tidy,yes,COCO_train2014_000000262519.jpg
do you think all the people here are playing the game,no,COCO_train2014_000000393592.jpg
is this likely a farm animal,no,COCO_train2014_000000262521.jpg
is the woman the first to walk through  the snow,no,COCO_train2014_000000131450.jpg
is the ball red,no,COCO_train2014_000000004377.jpg
is there a balloon on the table,yes,COCO_train2014_000000554854.jpg
is it cold,yes,COCO_train2014_000000000382.jpg
is the crowd attentive,yes,COCO_train2014_000000524672.jpg
are there any empty tracks to the right of the train,yes,COCO_train2014_000000393602.jpg
is there a supermarket in the picture,no,COCO_train2014_000000524676.jpg
does he have a beard,yes,COCO_train2014_000000000389.jpg
are the rims on the bus gold,yes,COCO_train2014_000000524679.jpg
is there pasta in the photo,no,COCO_train2014_000000393608.jpg
are all the seats filled,no,COCO_train2014_000000131465.jpg
is there grass,yes,COCO_train2014_000000000394.jpg
is there a cat in the picture,yes,COCO_train2014_000000393611.jpg
are the animals on flat ground,no,COCO_train2014_000000398917.jpg
is the plane flying straight,yes,COCO_train2014_000000262541.jpg
does this food look burnt,yes,COCO_train2014_000000131470.jpg
is this a desert item,yes,COCO_train2014_000000524690.jpg
is that a fishing pole off the deck in the back,yes,COCO_train2014_000000000404.jpg
is this woman riding a harley,no,COCO_train2014_000000262550.jpg
has the food on the left plate been cooked,yes,COCO_train2014_000000262552.jpg
does the horse have a white strip,yes,COCO_train2014_000000262554.jpg
is this a fancy kitchen,no,COCO_train2014_000000436975.jpg
is this man casting a shadow,yes,COCO_train2014_000000131486.jpg
is he wearing a shirt,yes,COCO_train2014_000000131487.jpg
is the tennis net purple,no,COCO_train2014_000000000419.jpg
is texting legal when driving,no,COCO_train2014_000000524709.jpg
does the horse want to escape his human masters,no,COCO_train2014_000000393641.jpg
is there ketchup on the food,no,COCO_train2014_000000131498.jpg
is the woman choking on something,no,COCO_train2014_000000200782.jpg
are they behind a fence,yes,COCO_train2014_000000192053.jpg
is there a cow on the beach,no,COCO_train2014_000000524718.jpg
did the man hit the ball,yes,COCO_train2014_000000000431.jpg
is this man wearing glasses,no,COCO_train2014_000000393649.jpg
is this train yard in use,no,COCO_train2014_000000524723.jpg
is there where i go if i need to pee,yes,COCO_train2014_000000524724.jpg
is this a toy shop,yes,COCO_train2014_000000131509.jpg
are there any jelly donuts,yes,COCO_train2014_000000000438.jpg
is the tennis player jumping in the air,yes,COCO_train2014_000000131511.jpg
is this a whole banana,yes,COCO_train2014_000000568052.jpg
can you tell what the clock says,no,COCO_train2014_000000524730.jpg
is the person holding the cat married,yes,COCO_train2014_000000000443.jpg
are those small trees,no,COCO_train2014_000000262588.jpg
are the waters calm,no,COCO_train2014_000000327754.jpg
is this outdoors,yes,COCO_train2014_000000397186.jpg
can this man fall down,yes,COCO_train2014_000000393664.jpg
is this an extra large pizza,no,COCO_train2014_000000000450.jpg
is this a reflection,no,COCO_train2014_000000131524.jpg
are the cows the same color,no,COCO_train2014_000000139105.jpg
is it raining,no,COCO_train2014_000000262603.jpg
are these wild horses,no,COCO_train2014_000000393677.jpg
is this a professional event,no,COCO_train2014_000000265364.jpg
is this man going to skate up the wall,yes,COCO_train2014_000000000077.jpg
is the boy riding a boat,yes,COCO_train2014_000000393680.jpg
does the water appear to be moving fast,no,COCO_train2014_000000393294.jpg
is this a pig,no,COCO_train2014_000000393686.jpg
is the truck yellow,no,COCO_train2014_000000248779.jpg
are there a lot of tall trees around,yes,COCO_train2014_000000262619.jpg
is the sky clear,no,COCO_train2014_000000262623.jpg
is the texture of the stone on the lower left smooth,no,COCO_train2014_000000393696.jpg
is he wearing glasses,no,COCO_train2014_000000393699.jpg
is the season autumn,no,COCO_train2014_000000021926.jpg
are all of the apples the same variety,yes,COCO_train2014_000000393297.jpg
does this stall have toilet paper,no,COCO_train2014_000000393705.jpg
do the trees have leaves,yes,COCO_train2014_000000510665.jpg
are they all wearing hats,yes,COCO_train2014_000000043773.jpg
is there glass in the window frame,no,COCO_train2014_000000181566.jpg
does the woman look happy,no,COCO_train2014_000000393714.jpg
do you think van gogh would have liked to paint this,no,COCO_train2014_000000524788.jpg
is anyone in this room,no,COCO_train2014_000000436990.jpg
is the clock tower tall,no,COCO_train2014_000000524790.jpg
are all the lights in the photo on,yes,COCO_train2014_000000393719.jpg
is the vase on a table,no,COCO_train2014_000000393721.jpg
is this a steep hill,yes,COCO_train2014_000000000508.jpg
is there a candle burning,no,COCO_train2014_000000546218.jpg
is the man standing up,no,COCO_train2014_000000000510.jpg
is there a religious symbol in the room,yes,COCO_train2014_000000000514.jpg
are there beams on the ceiling,yes,COCO_train2014_000000480683.jpg
is the man wearing a tie,yes,COCO_train2014_000000131589.jpg
is he in the air,yes,COCO_train2014_000000393738.jpg
can you see the reflection of a person,no,COCO_train2014_000000131595.jpg
is this a tropical island,no,COCO_train2014_000000157125.jpg
does the bike have training wheels,no,COCO_train2014_000000114353.jpg
is there traffic,no,COCO_train2014_000000262670.jpg
does it look like it might rain,no,COCO_train2014_000000393744.jpg
is this a grass track,no,COCO_train2014_000000000529.jpg
is the man wearing a watch,no,COCO_train2014_000000000531.jpg
is this a fire truck,no,COCO_train2014_000000000532.jpg
is there a crowd,yes,COCO_train2014_000000409739.jpg
is the stove light on,yes,COCO_train2014_000000000089.jpg
is there a painting of van gogh on one of the chairs,yes,COCO_train2014_000000043780.jpg
is the plane made by eurojet,no,COCO_train2014_000000000540.jpg
does the zebra have plenty of grass to eat,yes,COCO_train2014_000000131613.jpg
is he playing a sport,no,COCO_train2014_000000008747.jpg
is the object still usable for its intended use,yes,COCO_train2014_000000262691.jpg
is everyone wearing something on their head,yes,COCO_train2014_000000262692.jpg
is there a sign on the bench,no,COCO_train2014_000000131621.jpg
has the kitchen been renovated recently,yes,COCO_train2014_000000524838.jpg
are any adults with this child,no,COCO_train2014_000000239873.jpg
is there an emergency,yes,COCO_train2014_000000231338.jpg
do you remember when trolls were so popular,yes,COCO_train2014_000000262704.jpg
is the person skateboarding,no,COCO_train2014_000000262705.jpg
is one toothbrush more used than the other,no,COCO_train2014_000000000562.jpg
does broccoli increase t levels,yes,COCO_train2014_000000393781.jpg
is he having breakfast in a car,no,COCO_train2014_000000262710.jpg
did the catcher get the ball,yes,COCO_train2014_000000170235.jpg
is the back door up,no,COCO_train2014_000000284084.jpg
is the woman wearing glasses,no,COCO_train2014_000000262718.jpg
is that a dress shoe,no,COCO_train2014_000000000575.jpg
can you go water skiing here,no,COCO_train2014_000000536855.jpg
are both of these phones taking a picture,no,COCO_train2014_000000524866.jpg
are the flowers the same color,no,COCO_train2014_000000393795.jpg
does the dog want to go for a walk,yes,COCO_train2014_000000000581.jpg
can the cat talk to you,no,COCO_train2014_000000262727.jpg
are there green onions in this dish,yes,COCO_train2014_000000000584.jpg
is he doing a trick,no,COCO_train2014_000000109324.jpg
is this a museum,yes,COCO_train2014_000000524877.jpg
is anyone playing with the bears,no,COCO_train2014_000000546232.jpg
would the vehicle be considered large,yes,COCO_train2014_000000131666.jpg
are these animals far away,yes,COCO_train2014_000000000597.jpg
is there any sweet candy shown,no,COCO_train2014_000000262748.jpg
is this an american airline,no,COCO_train2014_000000131678.jpg
has the pizza been eaten,no,COCO_train2014_000000524389.jpg
is there a clock on the tower,yes,COCO_train2014_000000262752.jpg
is this a residential city,yes,COCO_train2014_000000524897.jpg
are there people watching,yes,COCO_train2014_000000393826.jpg
is there a lump on the nightstand next to the bed,yes,COCO_train2014_000000000612.jpg
is it springtime,yes,COCO_train2014_000000524905.jpg
is there any graffiti on the ramp,yes,COCO_train2014_000000393837.jpg
are those steel beams on the ceiling,yes,COCO_train2014_000000218557.jpg
is the dog on the beach,yes,COCO_train2014_000000131696.jpg
is there a cathedral in the background,yes,COCO_train2014_000000154507.jpg
is the grass green,yes,COCO_train2014_000000393844.jpg
do the doors look like the need to be painted,yes,COCO_train2014_000000000629.jpg
are people working on the power lines,yes,COCO_train2014_000000436799.jpg
are these two women opponents,no,COCO_train2014_000000131703.jpg
are there birds on the wires,yes,COCO_train2014_000000262777.jpg
does the rider have short hair,no,COCO_train2014_000000000634.jpg
is the man having a drink of water,no,COCO_train2014_000000393852.jpg
is the sky cloudy,yes,COCO_train2014_000000524925.jpg
is this meal being consumed by someone who is health conscious,yes,COCO_train2014_000000393854.jpg
is there a sidewalk in this picture,no,COCO_train2014_000000524927.jpg
is her mouth open,yes,COCO_train2014_000000401557.jpg
based on the position of the fork is the person who is eating probably right handed,yes,COCO_train2014_000000524929.jpg
the items for sale used,yes,COCO_train2014_000000262786.jpg
is the boy in the ocean,yes,COCO_train2014_000000131721.jpg
are the cats eyes the same color,yes,COCO_train2014_000000000650.jpg
is this a dolls tea party,no,COCO_train2014_000000393867.jpg
is this man using a snowboard,yes,COCO_train2014_000000284098.jpg
is there a door to this room,no,COCO_train2014_000000362257.jpg
is this part of the animal known for being very sensitive,no,COCO_train2014_000000393325.jpg
is the motorcycles headlight switched on,no,COCO_train2014_000000000656.jpg
is the sky gray,yes,COCO_train2014_000000524946.jpg
is the train currently in motion,no,COCO_train2014_000000000659.jpg
are their hats white,yes,COCO_train2014_000000261893.jpg
is this a desktop computer,yes,COCO_train2014_000000427745.jpg
does this look like a group of snowboarders,no,COCO_train2014_000000524956.jpg
are there any people in the street,no,COCO_train2014_000000502554.jpg
are there trees in this picture,no,COCO_train2014_000000131742.jpg
is the water clear,no,COCO_train2014_000000393887.jpg
is the board dirty,no,COCO_train2014_000000000673.jpg
are these marble tiles,no,COCO_train2014_000000131747.jpg
are the people running,yes,COCO_train2014_000000524966.jpg
is this photo taken in the united states,no,COCO_train2014_000000393896.jpg
is the bus full,no,COCO_train2014_000000000681.jpg
do these arrows indicate there is an option to go straight,yes,COCO_train2014_000000153031.jpg
this is tennis,no,COCO_train2014_000000000690.jpg
are these two birds of the same species,yes,COCO_train2014_000000393907.jpg
is someone waiting for the plane,yes,COCO_train2014_000000524983.jpg
is there grass on the tracks,yes,COCO_train2014_000000524984.jpg
is the toilet seat broken,yes,COCO_train2014_000000524404.jpg
is that a shadow where the man is,yes,COCO_train2014_000000393915.jpg
are the curtains more than one color,no,COCO_train2014_000000262845.jpg
is the girl wearing high heels,no,COCO_train2014_000000262848.jpg
is the meter running,yes,COCO_train2014_000000262851.jpg
is there a man dressed in blue,yes,COCO_train2014_000000131780.jpg
are the planes all facing the same direction,yes,COCO_train2014_000000131784.jpg
is this a heavy vehicle,yes,COCO_train2014_000000021964.jpg
is the room very dark,yes,COCO_train2014_000000000716.jpg
is this a powerboat,no,COCO_train2014_000000262861.jpg
is this person asleep,yes,COCO_train2014_000000262862.jpg
is this a large crowd,yes,COCO_train2014_000000480717.jpg
are these people sad,no,COCO_train2014_000000000722.jpg
can this man get the oven as clean as it should be,yes,COCO_train2014_000000525012.jpg
is this person warm,yes,COCO_train2014_000000262869.jpg
can the bike travel any further down this road,no,COCO_train2014_000000393945.jpg
are they protesting something,no,COCO_train2014_000000153039.jpg
are the mans feet touching the ground,no,COCO_train2014_000000174605.jpg
are there any bushes,yes,COCO_train2014_000000525025.jpg
is there a woman standing,yes,COCO_train2014_000000393954.jpg
are there leather straps around the suitcases,yes,COCO_train2014_000000525027.jpg
is the player in the center court,no,COCO_train2014_000000262884.jpg
does he need a shave,yes,COCO_train2014_000000415185.jpg
is she asian,yes,COCO_train2014_000000131816.jpg
is this london,yes,COCO_train2014_000000458876.jpg
are there any cars driving on the street,no,COCO_train2014_000000240423.jpg
are these kids on the same team,no,COCO_train2014_000000262893.jpg
is the vase a modern design,yes,COCO_train2014_000000053931.jpg
is this a ranch,yes,COCO_train2014_000000525039.jpg
is this a nice bathroom,yes,COCO_train2014_000000262897.jpg
are the lights on,yes,COCO_train2014_000000000754.jpg
if i ate this would i enjoy the taste,yes,COCO_train2014_000000480723.jpg
did the sheep not notice the photographer,no,COCO_train2014_000000262901.jpg
is there more than one animal in the picture,yes,COCO_train2014_000000401561.jpg
is the horse going for a walk,yes,COCO_train2014_000000131833.jpg
is there a water cooler in this room,yes,COCO_train2014_000000000762.jpg
is the kid happy,yes,COCO_train2014_000000262909.jpg
are these people crossing the road,yes,COCO_train2014_000000393985.jpg
is the table made of oak,no,COCO_train2014_000000541226.jpg
would you be scared to do this sport,yes,COCO_train2014_000000262917.jpg
is this the end of the school day,yes,COCO_train2014_000000575590.jpg
was this photo taken in a bedroom,yes,COCO_train2014_000000380455.jpg
is the parasailor in contact with the water,yes,COCO_train2014_000000000781.jpg
is there a face in the image,yes,COCO_train2014_000000283697.jpg
is the toaster real,no,COCO_train2014_000000525075.jpg
do you see any popsicle sticks,no,COCO_train2014_000000262932.jpg
is it a sunny day,yes,COCO_train2014_000000080585.jpg
is this a family,yes,COCO_train2014_000000000790.jpg
is the person facing the camera,no,COCO_train2014_000000087513.jpg
is there an angel above the clock,yes,COCO_train2014_000000394008.jpg
is this a pitch,yes,COCO_train2014_000000131865.jpg
are people alighting,yes,COCO_train2014_000000000795.jpg
does one of the elephants appear to smile,yes,COCO_train2014_000000000797.jpg
is this reality,no,COCO_train2014_000000568112.jpg
are the women on their way to work,yes,COCO_train2014_000000205159.jpg
is the freeway crowded,no,COCO_train2014_000000394021.jpg
is the floor of wood,no,COCO_train2014_000000131879.jpg
does the rhino have 3 horns,no,COCO_train2014_000000225213.jpg
is this a cheap house to live in,no,COCO_train2014_000000262954.jpg
is the area warm,yes,COCO_train2014_000000525100.jpg
are all the trains heading in the same direction,yes,COCO_train2014_000000525101.jpg
are those flowers artificial,yes,COCO_train2014_000000218589.jpg
does this bus have a roof,no,COCO_train2014_000000525104.jpg
is this a home setting,yes,COCO_train2014_000000262962.jpg
is the cat in the toilet,no,COCO_train2014_000000394036.jpg
is the television on,yes,COCO_train2014_000000087518.jpg
are there markings on the pavement,no,COCO_train2014_000000262967.jpg
is this animal domesticated,yes,COCO_train2014_000000000825.jpg
is the man surfing,yes,COCO_train2014_000000000828.jpg
is there a running carpet on the floor,yes,COCO_train2014_000000393354.jpg
is this a normal taxi,no,COCO_train2014_000000131902.jpg
is they close to a stop,no,COCO_train2014_000000262976.jpg
is this elephant at a sanctuary,yes,COCO_train2014_000000262979.jpg
is the plane flying,no,COCO_train2014_000000262980.jpg
is the man on the right of the picture holding a camera,no,COCO_train2014_000000131909.jpg
are these vehicles likely to run on super unleaded gasoline,no,COCO_train2014_000000131911.jpg
is the grass thick,yes,COCO_train2014_000000525128.jpg
is this a ski resort,yes,COCO_train2014_000000327820.jpg
are the skiers appropriately dressed,yes,COCO_train2014_000000394058.jpg
is she hitting a backhand,yes,COCO_train2014_000000371511.jpg
two three tires are shown in this picture,no,COCO_train2014_000000131918.jpg
is the truck parked in front of a live oak tree,yes,COCO_train2014_000000394065.jpg
are these palace guards,yes,COCO_train2014_000000218595.jpg
is the fork necessary,yes,COCO_train2014_000000000853.jpg
will the woman answer negatively if asked if its warmer than 35 degrees,no,COCO_train2014_000000394071.jpg
was this picture taken in real life,yes,COCO_train2014_000000467032.jpg
are motorcycles visible,no,COCO_train2014_000000263002.jpg
are the trees full of leaves,no,COCO_train2014_000000449574.jpg
are the girls playing the wii,yes,COCO_train2014_000000087525.jpg
are the beds made,no,COCO_train2014_000000263008.jpg
are those ballet shoes,no,COCO_train2014_000000021991.jpg
is this person wearing a hat,no,COCO_train2014_000000436481.jpg
is this a fire hydrant,yes,COCO_train2014_000000100413.jpg
is this truck clean,yes,COCO_train2014_000000131952.jpg
is this a good of fishing,no,COCO_train2014_000000000882.jpg
is the girl in the leggings spreading her legs,yes,COCO_train2014_000000525171.jpg
is the bathroom clean,yes,COCO_train2014_000000394100.jpg
are the zebras in their natural habitat,no,COCO_train2014_000000444311.jpg
is the cyclist racing someone,no,COCO_train2014_000000263031.jpg
